Duration,Demand,First Stop,Second Stop,Third Stop,Fourth Stop
13027.92,21.0,Countdown Grey Lynn,Countdown Mt Eden,,
12604.66,20.0,Countdown Grey Lynn,Countdown Mt Roskill,,
12999.35,20.0,Countdown Grey Lynn,Countdown Newmarket,,
14004.54,21.0,Countdown Grey Lynn,Countdown Northcote,,
13020.8,21.0,Countdown Grey Lynn,Countdown Onehunga,,
13064.74,21.0,Countdown Grey Lynn,Countdown Pt Chevalier,,
12068.130000000001,19.0,Countdown Grey Lynn,Countdown St Lukes,,
14635.029999999999,21.0,Countdown Grey Lynn,Countdown Sunnynook,,
14086.78,21.0,Countdown Grey Lynn,Countdown Takapuna,,
13798.779999999999,20.0,Countdown Grey Lynn,Countdown Te Atatu,,
13366.27,20.0,Countdown Grey Lynn,Countdown Te Atatu South,,
13723.06,22.0,Countdown Grey Lynn,Countdown Three Kings,,
13871.26,22.0,Countdown Grey Lynn,Countdown Victoria Street West,,
16724.48,26.0,Countdown Grey Lynn,Countdown Westgate,,
11113.73,16.0,Countdown Grey Lynn,Countdown Metro Halsey Street,,
11164.9,17.0,Countdown Grey Lynn,FreshChoice Mangere Bridge,,
13540.67,18.0,Countdown Grey Lynn,FreshChoice Ranui,,
13248.37,17.0,Countdown Grey Lynn,SuperValue Palomino,,
12244.5,16.0,Countdown Grey Lynn,SuperValue Titirangi,,
14732.68,21.0,Countdown Hauraki Corner,Countdown Auckland City,,
13507.439999999999,18.0,Countdown Hauraki Corner,Countdown Birkenhead,,
13244.41,17.0,Countdown Hauraki Corner,Countdown Blockhouse Bay,,
15542.52,19.0,Countdown Hauraki Corner,Countdown Browns Bay,,
13398.76,17.0,Countdown Hauraki Corner,Countdown Glenfield,,
13146.84,18.0,Countdown Hauraki Corner,Countdown Greenlane,,
13416.52,19.0,Countdown Hauraki Corner,Countdown Grey Lynn,,
14662.19,18.0,Countdown Hauraki Corner,Countdown Henderson,,
14218.23,18.0,Countdown Hauraki Corner,Countdown Hobsonville,,
16086.66,22.0,Countdown Hauraki Corner,Countdown Kelston,,
14195.75,18.0,Countdown Hauraki Corner,Countdown Lincoln Road,,
12975.130000000001,17.0,Countdown Hauraki Corner,Countdown Lynfield,,
14184.39,19.0,Countdown Hauraki Corner,Countdown Lynmall,,
15293.77,20.0,Countdown Hauraki Corner,Countdown Mairangi Bay,,
13844.05,19.0,Countdown Hauraki Corner,Countdown Milford,,
13109.2,18.0,Countdown Hauraki Corner,Countdown Mt Eden,,
12797.939999999999,17.0,Countdown Hauraki Corner,Countdown Mt Roskill,,
12746.65,17.0,Countdown Hauraki Corner,Countdown Newmarket,,
13237.61,18.0,Countdown Hauraki Corner,Countdown Northcote,,
13055.279999999999,18.0,Countdown Hauraki Corner,Countdown Onehunga,,
15769.32,24.0,Countdown Hauraki Corner,Countdown Ponsonby,,
13220.220000000001,18.0,Countdown Hauraki Corner,Countdown Pt Chevalier,,
12199.4,16.0,Countdown Hauraki Corner,Countdown St Lukes,,
13800.54,18.0,Countdown Hauraki Corner,Countdown Sunnynook,,
12962.09,18.0,Countdown Hauraki Corner,Countdown Takapuna,,
13833.26,17.0,Countdown Hauraki Corner,Countdown Te Atatu,,
13400.75,17.0,Countdown Hauraki Corner,Countdown Te Atatu South,,
13345.89,19.0,Countdown Hauraki Corner,Countdown Three Kings,,
13625.31,19.0,Countdown Hauraki Corner,Countdown Victoria Street West,,
16395.58,23.0,Countdown Hauraki Corner,Countdown Westgate,,
10830.68,13.0,Countdown Hauraki Corner,Countdown Metro Halsey Street,,
11199.39,14.0,Countdown Hauraki Corner,FreshChoice Mangere Bridge,,
13575.15,15.0,Countdown Hauraki Corner,FreshChoice Ranui,,
13282.85,14.0,Countdown Hauraki Corner,SuperValue Palomino,,
12278.99,13.0,Countdown Hauraki Corner,SuperValue Titirangi,,
15850.380000000001,23.0,Countdown Henderson,Countdown Auckland City,,
15367.22,20.0,Countdown Henderson,Countdown Birkenhead,,
13113.310000000001,19.0,Countdown Henderson,Countdown Blockhouse Bay,,
17114.3,21.0,Countdown Henderson,Countdown Browns Bay,,
15344.720000000001,19.0,Countdown Henderson,Countdown Glenfield,,
14219.2,20.0,Countdown Henderson,Countdown Greenlane,,
14584.85,21.0,Countdown Henderson,Countdown Grey Lynn,,
14709.87,18.0,Countdown Henderson,Countdown Hauraki Corner,,
14655.12,20.0,Countdown Henderson,Countdown Hobsonville,,
15246.74,24.0,Countdown Henderson,Countdown Kelston,,
13334.779999999999,20.0,Countdown Henderson,Countdown Lincoln Road,,
13316.2,19.0,Countdown Henderson,Countdown Lynfield,,
13800.11,21.0,Countdown Henderson,Countdown Lynmall,,
16834.46,22.0,Countdown Henderson,Countdown Mairangi Bay,,
16492.68,21.0,Countdown Henderson,Countdown Milford,,
13947.33,20.0,Countdown Henderson,Countdown Mt Eden,,
13139.01,19.0,Countdown Henderson,Countdown Mt Roskill,,
13819.01,19.0,Countdown Henderson,Countdown Newmarket,,
15272.5,20.0,Countdown Henderson,Countdown Northcote,,
13396.349999999999,20.0,Countdown Henderson,Countdown Onehunga,,
16711.38,26.0,Countdown Henderson,Countdown Ponsonby,,
13615.35,20.0,Countdown Henderson,Countdown Pt Chevalier,,
12875.89,18.0,Countdown Henderson,Countdown St Lukes,,
15512.36,20.0,Countdown Henderson,Countdown Sunnynook,,
15354.74,20.0,Countdown Henderson,Countdown Takapuna,,
13312.94,19.0,Countdown Henderson,Countdown Te Atatu,,
12657.01,19.0,Countdown Henderson,Countdown Te Atatu South,,
14098.61,21.0,Countdown Henderson,Countdown Three Kings,,
14833.45,21.0,Countdown Henderson,Countdown Victoria Street West,,
16278.59,25.0,Countdown Henderson,Countdown Westgate,,
12242.86,15.0,Countdown Henderson,Countdown Metro Halsey Street,,
11540.46,16.0,Countdown Henderson,FreshChoice Mangere Bridge,,
12511.36,17.0,Countdown Henderson,FreshChoice Ranui,,
11896.17,16.0,Countdown Henderson,SuperValue Palomino,,
11432.14,15.0,Countdown Henderson,SuperValue Titirangi,,
16323.69,23.0,Countdown Hobsonville,Countdown Auckland City,,
15276.22,20.0,Countdown Hobsonville,Countdown Birkenhead,,
14058.79,19.0,Countdown Hobsonville,Countdown Blockhouse Bay,,
16471.83,21.0,Countdown Hobsonville,Countdown Browns Bay,,
14702.25,19.0,Countdown Hobsonville,Countdown Glenfield,,
14692.51,20.0,Countdown Hobsonville,Countdown Greenlane,,
15058.15,21.0,Countdown Hobsonville,Countdown Grey Lynn,,
14276.1,18.0,Countdown Hobsonville,Countdown Hauraki Corner,,
14750.970000000001,20.0,Countdown Hobsonville,Countdown Henderson,,
16611.67,24.0,Countdown Hobsonville,Countdown Kelston,,
14021.990000000002,20.0,Countdown Hobsonville,Countdown Lincoln Road,,
13789.509999999998,19.0,Countdown Hobsonville,Countdown Lynfield,,
14838.310000000001,21.0,Countdown Hobsonville,Countdown Lynmall,,
16192.0,22.0,Countdown Hobsonville,Countdown Mairangi Bay,,
15850.21,21.0,Countdown Hobsonville,Countdown Milford,,
14420.64,20.0,Countdown Hobsonville,Countdown Mt Eden,,
13612.32,19.0,Countdown Hobsonville,Countdown Mt Roskill,,
14292.31,19.0,Countdown Hobsonville,Countdown Newmarket,,
14938.06,20.0,Countdown Hobsonville,Countdown Northcote,,
13869.66,20.0,Countdown Hobsonville,Countdown Onehunga,,
17184.69,26.0,Countdown Hobsonville,Countdown Ponsonby,,
14088.66,20.0,Countdown Hobsonville,Countdown Pt Chevalier,,
13349.19,18.0,Countdown Hobsonville,Countdown St Lukes,,
14869.89,20.0,Countdown Hobsonville,Countdown Sunnynook,,
14920.970000000001,20.0,Countdown Hobsonville,Countdown Takapuna,,
13819.44,19.0,Countdown Hobsonville,Countdown Te Atatu,,
13489.529999999999,19.0,Countdown Hobsonville,Countdown Te Atatu South,,
14571.92,21.0,Countdown Hobsonville,Countdown Three Kings,,
15306.75,21.0,Countdown Hobsonville,Countdown Victoria Street West,,
16116.37,25.0,Countdown Hobsonville,Countdown Westgate,,
12599.46,15.0,Countdown Hobsonville,Countdown Metro Halsey Street,,
12013.76,16.0,Countdown Hobsonville,FreshChoice Mangere Bridge,,
13401.380000000001,17.0,Countdown Hobsonville,FreshChoice Ranui,,
13109.09,16.0,Countdown Hobsonville,SuperValue Palomino,,
12892.220000000001,15.0,Countdown Hobsonville,SuperValue Titirangi,,
16882.11,24.0,Countdown Kelston,Countdown Birkenhead,,
14076.4,23.0,Countdown Kelston,Countdown Blockhouse Bay,,
19030.82,25.0,Countdown Kelston,Countdown Browns Bay,,
17016.09,23.0,Countdown Kelston,Countdown Glenfield,,
15734.09,24.0,Countdown Kelston,Countdown Greenlane,,
16099.73,25.0,Countdown Kelston,Countdown Grey Lynn,,
16224.75,22.0,Countdown Kelston,Countdown Hauraki Corner,,
15263.4,24.0,Countdown Kelston,Countdown Henderson,,
16571.64,24.0,Countdown Kelston,Countdown Hobsonville,,
15423.99,24.0,Countdown Kelston,Countdown Lincoln Road,,
14108.720000000001,23.0,Countdown Kelston,Countdown Lynfield,,
14919.42,25.0,Countdown Kelston,Countdown Lynmall,,
18750.98,26.0,Countdown Kelston,Countdown Mairangi Bay,,
17969.89,25.0,Countdown Kelston,Countdown Milford,,
15303.35,24.0,Countdown Kelston,Countdown Mt Eden,,
14262.92,23.0,Countdown Kelston,Countdown Mt Roskill,,
15333.89,23.0,Countdown Kelston,Countdown Newmarket,,
16787.38,24.0,Countdown Kelston,Countdown Northcote,,
14613.529999999999,24.0,Countdown Kelston,Countdown Onehunga,,
15013.84,24.0,Countdown Kelston,Countdown Pt Chevalier,,
14091.13,22.0,Countdown Kelston,Countdown St Lukes,,
17428.88,24.0,Countdown Kelston,Countdown Sunnynook,,
16869.620000000003,24.0,Countdown Kelston,Countdown Takapuna,,
15229.46,23.0,Countdown Kelston,Countdown Te Atatu,,
14573.529999999999,23.0,Countdown Kelston,Countdown Te Atatu South,,
15315.79,25.0,Countdown Kelston,Countdown Three Kings,,
16348.34,25.0,Countdown Kelston,Countdown Victoria Street West,,
13757.75,19.0,Countdown Kelston,Countdown Metro Halsey Street,,
12757.63,20.0,Countdown Kelston,FreshChoice Mangere Bridge,,
14635.81,21.0,Countdown Kelston,FreshChoice Ranui,,
14020.619999999999,20.0,Countdown Kelston,SuperValue Palomino,,
12477.5,19.0,Countdown Kelston,SuperValue Titirangi,,
15383.94,23.0,Countdown Lincoln Road,Countdown Auckland City,,
14900.79,20.0,Countdown Lincoln Road,Countdown Birkenhead,,
13119.05,19.0,Countdown Lincoln Road,Countdown Blockhouse Bay,,
16397.41,21.0,Countdown Lincoln Road,Countdown Browns Bay,,
14627.83,19.0,Countdown Lincoln Road,Countdown Glenfield,,
13752.77,20.0,Countdown Lincoln Road,Countdown Greenlane,,
14118.41,21.0,Countdown Lincoln Road,Countdown Grey Lynn,,
14201.68,18.0,Countdown Lincoln Road,Countdown Hauraki Corner,,
13349.130000000001,20.0,Countdown Lincoln Road,Countdown Henderson,,
13938.24,20.0,Countdown Lincoln Road,Countdown Hobsonville,,
15433.01,24.0,Countdown Lincoln Road,Countdown Kelston,,
12849.759999999998,19.0,Countdown Lincoln Road,Countdown Lynfield,,
13898.560000000001,21.0,Countdown Lincoln Road,Countdown Lynmall,,
16117.58,22.0,Countdown Lincoln Road,Countdown Mairangi Bay,,
15775.79,21.0,Countdown Lincoln Road,Countdown Milford,,
13480.89,20.0,Countdown Lincoln Road,Countdown Mt Eden,,
12672.57,19.0,Countdown Lincoln Road,Countdown Mt Roskill,,
13352.57,19.0,Countdown Lincoln Road,Countdown Newmarket,,
14863.64,20.0,Countdown Lincoln Road,Countdown Northcote,,
12929.92,20.0,Countdown Lincoln Road,Countdown Onehunga,,
16244.939999999999,26.0,Countdown Lincoln Road,Countdown Ponsonby,,
13148.91,20.0,Countdown Lincoln Road,Countdown Pt Chevalier,,
12409.45,18.0,Countdown Lincoln Road,Countdown St Lukes,,
14795.48,20.0,Countdown Lincoln Road,Countdown Sunnynook,,
14846.55,20.0,Countdown Lincoln Road,Countdown Takapuna,,
12879.7,19.0,Countdown Lincoln Road,Countdown Te Atatu,,
12356.720000000001,19.0,Countdown Lincoln Road,Countdown Te Atatu South,,
13632.17,21.0,Countdown Lincoln Road,Countdown Three Kings,,
14367.01,21.0,Countdown Lincoln Road,Countdown Victoria Street West,,
15561.7,25.0,Countdown Lincoln Road,Countdown Westgate,,
11776.42,15.0,Countdown Lincoln Road,Countdown Metro Halsey Street,,
11074.02,16.0,Countdown Lincoln Road,FreshChoice Mangere Bridge,,
12085.119999999999,17.0,Countdown Lincoln Road,FreshChoice Ranui,,
11792.82,16.0,Countdown Lincoln Road,SuperValue Palomino,,
11618.41,15.0,Countdown Lincoln Road,SuperValue Titirangi,,
14179.78,22.0,Countdown Lynfield,Countdown Auckland City,,
13696.630000000001,19.0,Countdown Lynfield,Countdown Birkenhead,,
10855.67,18.0,Countdown Lynfield,Countdown Blockhouse Bay,,
15974.36,20.0,Countdown Lynfield,Countdown Browns Bay,,
13830.6,18.0,Countdown Lynfield,Countdown Glenfield,,
12548.6,19.0,Countdown Lynfield,Countdown Greenlane,,
12914.25,20.0,Countdown Lynfield,Countdown Grey Lynn,,
13039.27,17.0,Countdown Lynfield,Countdown Hauraki Corner,,
13289.8,19.0,Countdown Lynfield,Countdown Henderson,,
13763.11,19.0,Countdown Lynfield,Countdown Hobsonville,,
14123.57,23.0,Countdown Lynfield,Countdown Kelston,,
12823.369999999999,19.0,Countdown Lynfield,Countdown Lincoln Road,,
12247.119999999999,20.0,Countdown Lynfield,Countdown Lynmall,,
15725.619999999999,21.0,Countdown Lynfield,Countdown Mairangi Bay,,
14784.41,20.0,Countdown Lynfield,Countdown Milford,,
11948.060000000001,19.0,Countdown Lynfield,Countdown Mt Eden,,
10821.369999999999,18.0,Countdown Lynfield,Countdown Mt Roskill,,
12148.41,18.0,Countdown Lynfield,Countdown Newmarket,,
13601.9,19.0,Countdown Lynfield,Countdown Northcote,,
11043.68,19.0,Countdown Lynfield,Countdown Onehunga,,
15040.779999999999,25.0,Countdown Lynfield,Countdown Ponsonby,,
11960.08,19.0,Countdown Lynfield,Countdown Pt Chevalier,,
10781.81,17.0,Countdown Lynfield,Countdown St Lukes,,
14232.39,19.0,Countdown Lynfield,Countdown Sunnynook,,
13684.14,19.0,Countdown Lynfield,Countdown Takapuna,,
12460.880000000001,18.0,Countdown Lynfield,Countdown Te Atatu,,
12028.369999999999,18.0,Countdown Lynfield,Countdown Te Atatu South,,
11639.51,20.0,Countdown Lynfield,Countdown Three Kings,,
13162.85,20.0,Countdown Lynfield,Countdown Victoria Street West,,
15386.58,24.0,Countdown Lynfield,Countdown Westgate,,
10572.26,14.0,Countdown Lynfield,Countdown Metro Halsey Street,,
9187.79,15.0,Countdown Lynfield,FreshChoice Mangere Bridge,,
12202.76,16.0,Countdown Lynfield,FreshChoice Ranui,,
11910.47,15.0,Countdown Lynfield,SuperValue Palomino,,
9937.09,14.0,Countdown Lynfield,SuperValue Titirangi,,
15467.34,24.0,Countdown Lynmall,Countdown Auckland City,,
14984.18,21.0,Countdown Lynmall,Countdown Birkenhead,,
12232.44,20.0,Countdown Lynmall,Countdown Blockhouse Bay,,
17261.18,22.0,Countdown Lynmall,Countdown Browns Bay,,
15118.16,20.0,Countdown Lynmall,Countdown Glenfield,,
13836.16,21.0,Countdown Lynmall,Countdown Greenlane,,
14201.8,22.0,Countdown Lynmall,Countdown Grey Lynn,,
14326.83,19.0,Countdown Lynmall,Countdown Hauraki Corner,,
13809.4,21.0,Countdown Lynmall,Countdown Henderson,,
14802.0,21.0,Countdown Lynmall,Countdown Hobsonville,,
14873.8,25.0,Countdown Lynmall,Countdown Kelston,,
13862.26,21.0,Countdown Lynmall,Countdown Lincoln Road,,
12232.06,20.0,Countdown Lynmall,Countdown Lynfield,,
16981.34,23.0,Countdown Lynmall,Countdown Mairangi Bay,,
16071.96,22.0,Countdown Lynmall,Countdown Milford,,
13302.48,21.0,Countdown Lynmall,Countdown Mt Eden,,
12262.05,20.0,Countdown Lynmall,Countdown Mt Roskill,,
13435.96,20.0,Countdown Lynmall,Countdown Newmarket,,
14889.46,21.0,Countdown Lynmall,Countdown Northcote,,
12612.66,21.0,Countdown Lynmall,Countdown Onehunga,,
13125.94,21.0,Countdown Lynmall,Countdown Pt Chevalier,,
12090.27,19.0,Countdown Lynmall,Countdown St Lukes,,
15659.24,21.0,Countdown Lynmall,Countdown Sunnynook,,
14971.69,21.0,Countdown Lynmall,Countdown Takapuna,,
13499.77,20.0,Countdown Lynmall,Countdown Te Atatu,,
13067.26,20.0,Countdown Lynmall,Countdown Te Atatu South,,
13314.92,22.0,Countdown Lynmall,Countdown Three Kings,,
14450.41,22.0,Countdown Lynmall,Countdown Victoria Street West,,
16425.47,26.0,Countdown Lynmall,Countdown Westgate,,
11859.82,16.0,Countdown Lynmall,Countdown Metro Halsey Street,,
10756.76,17.0,Countdown Lynmall,FreshChoice Mangere Bridge,,
13241.66,18.0,Countdown Lynmall,FreshChoice Ranui,,
12566.62,17.0,Countdown Lynmall,SuperValue Palomino,,
10915.86,16.0,Countdown Lynmall,SuperValue Titirangi,,
17419.02,25.0,Countdown Mairangi Bay,Countdown Auckland City,,
16193.79,22.0,Countdown Mairangi Bay,Countdown Birkenhead,,
15930.76,21.0,Countdown Mairangi Bay,Countdown Blockhouse Bay,,
16761.0,23.0,Countdown Mairangi Bay,Countdown Browns Bay,,
15500.43,21.0,Countdown Mairangi Bay,Countdown Glenfield,,
15833.189999999999,22.0,Countdown Mairangi Bay,Countdown Greenlane,,
16102.87,23.0,Countdown Mairangi Bay,Countdown Grey Lynn,,
15193.67,20.0,Countdown Mairangi Bay,Countdown Hauraki Corner,,
16889.21,22.0,Countdown Mairangi Bay,Countdown Henderson,,
16077.26,22.0,Countdown Mairangi Bay,Countdown Hobsonville,,
18749.92,26.0,Countdown Mairangi Bay,Countdown Kelston,,
16160.23,22.0,Countdown Mairangi Bay,Countdown Lincoln Road,,
15661.48,21.0,Countdown Mairangi Bay,Countdown Lynfield,,
16976.55,23.0,Countdown Mairangi Bay,Countdown Lynmall,,
16144.97,23.0,Countdown Mairangi Bay,Countdown Milford,,
15795.54,22.0,Countdown Mairangi Bay,Countdown Mt Eden,,
15484.29,21.0,Countdown Mairangi Bay,Countdown Mt Roskill,,
15432.99,21.0,Countdown Mairangi Bay,Countdown Newmarket,,
15855.63,22.0,Countdown Mairangi Bay,Countdown Northcote,,
15741.630000000001,22.0,Countdown Mairangi Bay,Countdown Onehunga,,
15906.560000000001,22.0,Countdown Mairangi Bay,Countdown Pt Chevalier,,
14885.75,20.0,Countdown Mairangi Bay,Countdown St Lukes,,
15468.22,22.0,Countdown Mairangi Bay,Countdown Sunnynook,,
15838.54,22.0,Countdown Mairangi Bay,Countdown Takapuna,,
15957.69,21.0,Countdown Mairangi Bay,Countdown Te Atatu,,
15627.779999999999,21.0,Countdown Mairangi Bay,Countdown Te Atatu South,,
16032.23,23.0,Countdown Mairangi Bay,Countdown Three Kings,,
16311.66,23.0,Countdown Mairangi Bay,Countdown Victoria Street West,,
13517.02,17.0,Countdown Mairangi Bay,Countdown Metro Halsey Street,,
13885.73,18.0,Countdown Mairangi Bay,FreshChoice Mangere Bridge,,
15539.63,19.0,Countdown Mairangi Bay,FreshChoice Ranui,,
15247.33,18.0,Countdown Mairangi Bay,SuperValue Palomino,,
15030.47,17.0,Countdown Mairangi Bay,SuperValue Titirangi,,
16477.81,24.0,Countdown Milford,Countdown Auckland City,,
15252.57,21.0,Countdown Milford,Countdown Birkenhead,,
14989.55,20.0,Countdown Milford,Countdown Blockhouse Bay,,
16577.83,22.0,Countdown Milford,Countdown Browns Bay,,
14800.54,20.0,Countdown Milford,Countdown Glenfield,,
14891.98,21.0,Countdown Milford,Countdown Greenlane,,
15161.66,22.0,Countdown Milford,Countdown Grey Lynn,,
13869.0,19.0,Countdown Milford,Countdown Hauraki Corner,,
16407.32,21.0,Countdown Milford,Countdown Henderson,,
15759.53,21.0,Countdown Milford,Countdown Hobsonville,,
17831.8,25.0,Countdown Milford,Countdown Kelston,,
15842.5,21.0,Countdown Milford,Countdown Lincoln Road,,
14720.27,20.0,Countdown Milford,Countdown Lynfield,,
15929.53,22.0,Countdown Milford,Countdown Lynmall,,
16192.220000000001,23.0,Countdown Milford,Countdown Mairangi Bay,,
14854.33,21.0,Countdown Milford,Countdown Mt Eden,,
14543.08,20.0,Countdown Milford,Countdown Mt Roskill,,
14491.78,20.0,Countdown Milford,Countdown Newmarket,,
14871.54,21.0,Countdown Milford,Countdown Northcote,,
14800.419999999998,21.0,Countdown Milford,Countdown Onehunga,,
14965.35,21.0,Countdown Milford,Countdown Pt Chevalier,,
13944.539999999999,19.0,Countdown Milford,Countdown St Lukes,,
15014.06,21.0,Countdown Milford,Countdown Sunnynook,,
14580.7,21.0,Countdown Milford,Countdown Takapuna,,
15639.96,20.0,Countdown Milford,Countdown Te Atatu,,
15145.89,20.0,Countdown Milford,Countdown Te Atatu South,,
15091.02,22.0,Countdown Milford,Countdown Three Kings,,
15370.45,22.0,Countdown Milford,Countdown Victoria Street West,,
17936.89,26.0,Countdown Milford,Countdown Westgate,,
12575.810000000001,16.0,Countdown Milford,Countdown Metro Halsey Street,,
12944.52,17.0,Countdown Milford,FreshChoice Mangere Bridge,,
15221.9,18.0,Countdown Milford,FreshChoice Ranui,,
14929.6,17.0,Countdown Milford,SuperValue Palomino,,
14024.12,16.0,Countdown Milford,SuperValue Titirangi,,
14357.02,23.0,Countdown Mt Eden,Countdown Auckland City,,
13902.45,20.0,Countdown Mt Eden,Countdown Birkenhead,,
12544.630000000001,19.0,Countdown Mt Eden,Countdown Blockhouse Bay,,
16180.19,21.0,Countdown Mt Eden,Countdown Browns Bay,,
14036.43,19.0,Countdown Mt Eden,Countdown Glenfield,,
12289.58,20.0,Countdown Mt Eden,Countdown Greenlane,,
13121.33,21.0,Countdown Mt Eden,Countdown Grey Lynn,,
13245.09,18.0,Countdown Mt Eden,Countdown Hauraki Corner,,
13962.41,20.0,Countdown Mt Eden,Countdown Henderson,,
14435.710000000001,20.0,Countdown Mt Eden,Countdown Hobsonville,,
15386.880000000001,24.0,Countdown Mt Eden,Countdown Kelston,,
13495.970000000001,20.0,Countdown Mt Eden,Countdown Lincoln Road,,
11977.34,19.0,Countdown Mt Eden,Countdown Lynfield,,
13370.23,21.0,Countdown Mt Eden,Countdown Lynmall,,
15931.44,22.0,Countdown Mt Eden,Countdown Mairangi Bay,,
14990.23,21.0,Countdown Mt Eden,Countdown Milford,,
11563.64,19.0,Countdown Mt Eden,Countdown Mt Roskill,,
12019.66,19.0,Countdown Mt Eden,Countdown Newmarket,,
13807.720000000001,20.0,Countdown Mt Eden,Countdown Northcote,,
11939.86,20.0,Countdown Mt Eden,Countdown Onehunga,,
15100.34,26.0,Countdown Mt Eden,Countdown Ponsonby,,
12444.310000000001,20.0,Countdown Mt Eden,Countdown Pt Chevalier,,
11076.880000000001,18.0,Countdown Mt Eden,Countdown St Lukes,,
14438.21,20.0,Countdown Mt Eden,Countdown Sunnynook,,
13889.960000000001,20.0,Countdown Mt Eden,Countdown Takapuna,,
13133.490000000002,19.0,Countdown Mt Eden,Countdown Te Atatu,,
12700.98,19.0,Countdown Mt Eden,Countdown Te Atatu South,,
12256.98,21.0,Countdown Mt Eden,Countdown Three Kings,,
13142.91,21.0,Countdown Mt Eden,Countdown Victoria Street West,,
16059.18,25.0,Countdown Mt Eden,Countdown Westgate,,
10910.17,15.0,Countdown Mt Eden,Countdown Metro Halsey Street,,
10083.96,16.0,Countdown Mt Eden,FreshChoice Mangere Bridge,,
12875.37,17.0,Countdown Mt Eden,FreshChoice Ranui,,
12583.07,16.0,Countdown Mt Eden,SuperValue Palomino,,
11579.21,15.0,Countdown Mt Eden,SuperValue Titirangi,,
14095.16,22.0,Countdown Mt Roskill,Countdown Auckland City,,
13612.01,19.0,Countdown Mt Roskill,Countdown Birkenhead,,
11203.17,18.0,Countdown Mt Roskill,Countdown Blockhouse Bay,,
15889.74,20.0,Countdown Mt Roskill,Countdown Browns Bay,,
13745.98,18.0,Countdown Mt Roskill,Countdown Glenfield,,
11964.69,19.0,Countdown Mt Roskill,Countdown Greenlane,,
12829.630000000001,20.0,Countdown Mt Roskill,Countdown Grey Lynn,,
12954.65,17.0,Countdown Mt Roskill,Countdown Hauraki Corner,,
13205.18,19.0,Countdown Mt Roskill,Countdown Henderson,,
13678.49,19.0,Countdown Mt Roskill,Countdown Hobsonville,,
14332.1,23.0,Countdown Mt Roskill,Countdown Kelston,,
12738.75,19.0,Countdown Mt Roskill,Countdown Lincoln Road,,
10854.1,18.0,Countdown Mt Roskill,Countdown Lynfield,,
12331.23,20.0,Countdown Mt Roskill,Countdown Lynmall,,
15641.0,21.0,Countdown Mt Roskill,Countdown Mairangi Bay,,
14699.79,20.0,Countdown Mt Roskill,Countdown Milford,,
11570.01,19.0,Countdown Mt Roskill,Countdown Mt Eden,,
11781.94,18.0,Countdown Mt Roskill,Countdown Newmarket,,
13517.279999999999,19.0,Countdown Mt Roskill,Countdown Northcote,,
10966.56,19.0,Countdown Mt Roskill,Countdown Onehunga,,
14773.93,25.0,Countdown Mt Roskill,Countdown Ponsonby,,
11765.39,19.0,Countdown Mt Roskill,Countdown Pt Chevalier,,
10391.029999999999,17.0,Countdown Mt Roskill,Countdown St Lukes,,
14147.77,19.0,Countdown Mt Roskill,Countdown Sunnynook,,
13599.52,19.0,Countdown Mt Roskill,Countdown Takapuna,,
12376.26,18.0,Countdown Mt Roskill,Countdown Te Atatu,,
11943.75,18.0,Countdown Mt Roskill,Countdown Te Atatu South,,
11425.66,20.0,Countdown Mt Roskill,Countdown Three Kings,,
13078.23,20.0,Countdown Mt Roskill,Countdown Victoria Street West,,
15301.95,24.0,Countdown Mt Roskill,Countdown Westgate,,
10487.64,14.0,Countdown Mt Roskill,Countdown Metro Halsey Street,,
9110.66,15.0,Countdown Mt Roskill,FreshChoice Mangere Bridge,,
12118.14,16.0,Countdown Mt Roskill,FreshChoice Ranui,,
11825.85,15.0,Countdown Mt Roskill,SuperValue Palomino,,
10237.74,14.0,Countdown Mt Roskill,SuperValue Titirangi,,
13783.369999999999,22.0,Countdown Newmarket,Countdown Auckland City,,
13328.8,19.0,Countdown Newmarket,Countdown Birkenhead,,
12214.77,18.0,Countdown Newmarket,Countdown Blockhouse Bay,,
15606.54,20.0,Countdown Newmarket,Countdown Browns Bay,,
13462.78,18.0,Countdown Newmarket,Countdown Glenfield,,
11846.27,19.0,Countdown Newmarket,Countdown Greenlane,,
12845.44,20.0,Countdown Newmarket,Countdown Grey Lynn,,
12671.45,17.0,Countdown Newmarket,Countdown Hauraki Corner,,
13632.55,19.0,Countdown Newmarket,Countdown Henderson,,
14105.85,19.0,Countdown Newmarket,Countdown Hobsonville,,
15057.02,23.0,Countdown Newmarket,Countdown Kelston,,
13166.11,19.0,Countdown Newmarket,Countdown Lincoln Road,,
11945.49,18.0,Countdown Newmarket,Countdown Lynfield,,
13154.75,20.0,Countdown Newmarket,Countdown Lynmall,,
15357.8,21.0,Countdown Newmarket,Countdown Mairangi Bay,,
14416.58,20.0,Countdown Newmarket,Countdown Milford,,
11732.82,19.0,Countdown Newmarket,Countdown Mt Eden,,
11768.3,18.0,Countdown Newmarket,Countdown Mt Roskill,,
13234.08,19.0,Countdown Newmarket,Countdown Northcote,,
12025.64,19.0,Countdown Newmarket,Countdown Onehunga,,
14886.939999999999,25.0,Countdown Newmarket,Countdown Ponsonby,,
12190.57,19.0,Countdown Newmarket,Countdown Pt Chevalier,,
11169.76,17.0,Countdown Newmarket,Countdown St Lukes,,
