Duration,Demand,First Stop,Second Stop,Third Stop,Fourth Stop
9895.810000000001,14.0,Countdown St Lukes,Countdown Mt Eden,Countdown Grey Lynn Central,
11227.17,12.0,Countdown Sunnynook,Countdown Mairangi Bay,Countdown Milford,
10868.96,12.0,Countdown Takapuna,Countdown Hauraki Corner,Countdown Milford,
10688.17,13.0,Countdown Te Atatu,Countdown Te Atatu South,Countdown Henderson,
8746.24,9.0,Countdown Te Atatu South,Countdown Henderson,SuperValue Palomino,
8485.75,12.0,Countdown Three Kings,Countdown Mt Roskill,Countdown St Lukes,
7593.47,8.0,Countdown Victoria Street West,Countdown Metro Albert Street,Countdown Auckland City,
12023.12,16.0,Countdown Westgate,Countdown Northwest,Countdown Hobsonville,
7546.07,8.0,Countdown Metro Albert Street,Countdown Auckland City,Countdown Victoria Street West,
5862.3,4.0,Countdown Metro Halsey Street,Countdown Metro Albert Street,Countdown Auckland City,
5975.09,4.0,FreshChoice Glen Eden,Countdown Kelston,SuperValue Titirangi,
5291.82,8.0,FreshChoice Mangere Bridge,Countdown Mangere Mall,Countdown Mangere East,
8666.79,9.0,FreshChoice Ranui,Countdown Lincoln Road,Countdown Te Atatu South,
7289.77,8.0,SuperValue Avondale,Countdown Lynmall,Countdown Kelston,
8772.720000000001,9.0,SuperValue Palomino,Countdown Henderson,Countdown Te Atatu South,
5848.32,4.0,SuperValue Titirangi,FreshChoice Glen Eden,Countdown Kelston,
7876.43,8.0,Countdown Auckland City,Countdown Metro Albert Street,Countdown Victoria Street West,Countdown Metro Halsey Street
13680.36,18.0,Countdown Birkenhead,Countdown Northcote,Countdown Takapuna,Countdown Hauraki Corner
8808.0,11.0,Countdown Blockhouse Bay,Countdown Lynfield,SuperValue Avondale,Countdown Lynmall
15059.82,18.0,Countdown Browns Bay,Countdown Mairangi Bay,Countdown Sunnynook,Countdown Glenfield
13987.54,17.0,Countdown Glenfield,Countdown Sunnynook,Countdown Mairangi Bay,Countdown Milford
10774.04,16.0,Countdown Greenlane,Countdown Newmarket,Countdown Mt Eden,Countdown St Lukes
11786.67,17.0,Countdown Grey Lynn,Countdown Grey Lynn Central,Countdown Ponsonby,Countdown Victoria Street West
9971.8,13.0,Countdown Grey Lynn Central,Countdown Ponsonby,Countdown Grey Lynn,Countdown Metro Halsey Street
13571.71,16.0,Countdown Hauraki Corner,Countdown Takapuna,Countdown Milford,Countdown Mairangi Bay
9663.59,10.0,Countdown Henderson,SuperValue Palomino,FreshChoice Ranui,Countdown Lincoln Road
14940.2,21.0,Countdown Hobsonville,Countdown Northwest,Countdown Westgate,Countdown Lincoln Road
7323.21,7.0,Countdown Kelston,FreshChoice Glen Eden,SuperValue Titirangi,Countdown Blockhouse Bay
11507.46,14.0,Countdown Lincoln Road,Countdown Te Atatu South,Countdown Henderson,SuperValue Palomino
8470.01,11.0,Countdown Lynfield,Countdown Blockhouse Bay,SuperValue Avondale,Countdown Lynmall
8463.16,11.0,Countdown Lynmall,SuperValue Avondale,Countdown Blockhouse Bay,Countdown Lynfield
14470.09,18.0,Countdown Mairangi Bay,Countdown Sunnynook,Countdown Glenfield,Countdown Birkenhead
13682.49,17.0,Countdown Milford,Countdown Takapuna,Countdown Hauraki Corner,Countdown Northcote
11079.86,17.0,Countdown Mt Eden,Countdown St Lukes,Countdown Mt Roskill,Countdown Three Kings
12295.529999999999,19.0,Countdown Mt Roskill,Countdown St Lukes,Countdown Mt Eden,Countdown Grey Lynn Central
11313.72,17.0,Countdown Newmarket,Countdown Mt Eden,Countdown St Lukes,Countdown Mt Roskill
14514.84,19.0,Countdown Northcote,Countdown Birkenhead,Countdown Glenfield,Countdown Sunnynook
13322.439999999999,19.0,Countdown Northwest,Countdown Westgate,Countdown Lincoln Road,Countdown Te Atatu South
7855.1,12.0,Countdown Onehunga,FreshChoice Mangere Bridge,Countdown Mangere Mall,Countdown Mangere East
10077.189999999999,13.0,Countdown Ponsonby,Countdown Grey Lynn Central,Countdown Grey Lynn,Countdown Metro Halsey Street
12068.05,18.0,Countdown Pt Chevalier,Countdown Grey Lynn Central,Countdown Ponsonby,Countdown Grey Lynn
11933.59,18.0,Countdown St Lukes,Countdown Mt Eden,Countdown Grey Lynn Central,Countdown Ponsonby
12646.87,15.0,Countdown Sunnynook,Countdown Mairangi Bay,Countdown Milford,Countdown Takapuna
13450.18,16.0,Countdown Takapuna,Countdown Hauraki Corner,Countdown Milford,Countdown Mairangi Bay
11277.4,13.0,Countdown Te Atatu,Countdown Te Atatu South,Countdown Henderson,SuperValue Palomino
9132.99,9.0,Countdown Te Atatu South,Countdown Henderson,SuperValue Palomino,FreshChoice Ranui
11136.79,17.0,Countdown Three Kings,Countdown Mt Roskill,Countdown St Lukes,Countdown Mt Eden
7945.4400000000005,8.0,Countdown Victoria Street West,Countdown Metro Albert Street,Countdown Auckland City,Countdown Metro Halsey Street
14714.87,21.0,Countdown Westgate,Countdown Northwest,Countdown Hobsonville,Countdown Lincoln Road
7927.8,8.0,Countdown Metro Albert Street,Countdown Auckland City,Countdown Victoria Street West,Countdown Metro Halsey Street
7806.15,8.0,Countdown Metro Halsey Street,Countdown Metro Albert Street,Countdown Auckland City,Countdown Victoria Street West
7455.16,7.0,FreshChoice Glen Eden,Countdown Kelston,SuperValue Titirangi,Countdown Blockhouse Bay
5707.62,8.0,FreshChoice Mangere Bridge,Countdown Mangere Mall,Countdown Mangere East,FreshChoice Otahuhu
11728.3,14.0,FreshChoice Ranui,Countdown Lincoln Road,Countdown Te Atatu South,Countdown Henderson
7543.46,8.0,SuperValue Avondale,Countdown Lynmall,Countdown Kelston,FreshChoice Glen Eden
11631.16,14.0,SuperValue Palomino,Countdown Henderson,Countdown Te Atatu South,Countdown Lincoln Road
7793.63,8.0,SuperValue Titirangi,FreshChoice Glen Eden,Countdown Kelston,Countdown Lynmall
